OWCP MEDICAL FEE SCHEDULE - EFFECTIVE
Table of RVU & Conversion Factor values by CPT/HCPCS Codes
Effective Date: June 30, 2020
Last Update: June 30, 2020
Pay Status: B=Bundled (Non-ASC providers); C=Covered; D = Not Payable by DOL; R=Suspend for Review; S = Suspend for Review




Table of RVU & Conversion Factor values by CPT/HCPCS Codes
      CPT                                               NON-FACILITY   FACILITY
      ADA                       PAY          WORK            PE           PE      MPE    GLOBAL   CONVERSION              SHORT DESCRIPTION
11006   C    13.10    4.77   4.77   2.62   000   55.80   Debride Genit/Per/Abdom Wall
11008   C    5.00     1.83   1.83   1.16   ZZZ   55.80   Remove Mesh From Abd Wall
11010   C    4.19     8.65   3.05   0.72   010   55.80   Debride Skin At Fx Site
11011   C    4.94     9.21   2.80   0.95   000   55.80   Debride Skin Musc At Fx Site
11012   C    6.87    11.21   3.96   1.26   000   55.80   Deb Skin Bone At Fx Site
11042   C    1.01     2.44   0.62   0.12   000   55.80   Deb Subq Tissue 20 Sq Cm/<
11043   C    2.70     3.52   1.35   0.42   000   55.80   Deb Musc/Fascia 20 Sq Cm/<
11044   C    4.10     4.22   1.82   0.64   000   55.80   Deb Bone 20 Sq Cm/<
11045   C    0.50     0.60   0.18   0.09   ZZZ   55.80   Deb Subq Tissue Add-On
11046   C    1.03     0.90   0.40   0.19   ZZZ   55.80   Deb Musc/Fascia Add-On
11047   C    1.80     1.38   0.71   0.35   ZZZ   55.80   Deb Bone Add-On
11055   C    0.35     1.40   0.08   0.03   000   55.80   Trim Skin Lesion
11056   C    0.50     1.55   0.12   0.05   000   55.80   Trim Skin Lesions 2 To 4
11057   C    0.65     1.61   0.15   0.05   000   55.80   Trim Skin Lesions Over 4
11102   C    0.66     2.10   0.38   0.08   000   55.80   Tangntl Bx Skin Single Les
11103   C    0.38     1.08   0.22   0.05   ZZZ   55.80   Tangntl Bx Skin Ea Sep/Addl
11104   C    0.83     2.65   0.48   0.09   000   55.80   Punch Bx Skin Single Lesion
11105   C    0.45     1.22   0.26   0.05   ZZZ   55.80   Punch Bx Skin Ea Sep/Addl
11106   C    1.01     3.22   0.59   0.09   000   55.80   Incal Bx Skn Single Les
11107   C    0.54     1.45   0.32   0.05   ZZZ   55.80   Incal Bx Skn Ea Sep/Addl
11200   C    0.82     1.61   1.19   0.09   010   55.80   Removal Of Skin Tags <W/15
11201   C    0.29     0.21   0.15   0.03   ZZZ   55.80   Remove Skin Tags Add-On
11300   C    0.60     2.18   0.33   0.06   000   55.80   Shave Skin Lesion 0.5 Cm/<
11301   C    0.90     2.46   0.51   0.09   000   55.80   Shave Skin Lesion 0.6-1.0 Cm
11302   C    1.05     2.83   0.60   0.11   000   55.80   Shave Skin Lesion 1.1-2.0 Cm
11303   C    1.25     3.02   0.70   0.12   000   55.80   Shave Skin Lesion >2.0 Cm
11305   C    0.80     2.11   0.25   0.08   000   55.80   Shave Skin Lesion 0.5 Cm/<
11306   C    0.96     2.45   0.40   0.09   000   55.80   Shave Skin Lesion 0.6-1.0 Cm
11307   C    1.20     2.78   0.56   0.11   000   55.80   Shave Skin Lesion 1.1-2.0 Cm
11308   C    1.46     2.79   0.53   0.12   000   55.80   Shave Skin Lesion >2.0 Cm
11310   C    0.80     2.40   0.45   0.09   000   55.80   Shave Skin Lesion 0.5 Cm/<
11311   C    1.10     2.69   0.62   0.11   000   55.80   Shave Skin Lesion 0.6-1.0 Cm
11312   C    1.30     3.08   0.74   0.13   000   55.80   Shave Skin Lesion 1.1-2.0 Cm
11313   C    1.68     3.41   0.96   0.18   000   55.80   Shave Skin Lesion >2.0 Cm
11400   C    0.90     2.56   1.32   0.11   010   55.80   Exc Tr-Ext B9+Marg 0.5 Cm<
11401   C    1.28     2.92   1.53   0.15   010   55.80   Exc Tr-Ext B9+Marg 0.6-1 Cm
11402   C    1.45     3.19   1.63   0.19   010   55.80   Exc Tr-Ext B9+Marg 1.1-2 Cm
11403   C    1.84     3.46   2.11   0.28   010   55.80   Exc Tr-Ext B9+Marg 2.1-3Cm/<
11404   C    2.11     3.88   2.20   0.35   010   55.80   Exc Tr-Ext B9+Marg 3.1-4 Cm
11406   C    3.52     4.91   2.93   0.64   010   55.80   Exc Tr-Ext B9+Marg >4.0 Cm
11420   C    1.03     2.46   1.20   0.11   010   55.80   Exc H-F-Nk-Sp B9+Marg 0.5/<
11421   C    1.47     2.89   1.48   0.18   010   55.80   Exc H-F-Nk-Sp B9+Marg 0.6-1
11422   C    1.77     3.42   2.13   0.24   010   55.80   Exc H-F-Nk-Sp B9+Marg 1.1-2
11423   C    2.34     3.79   2.42   0.32   010   55.80   Exc H-F-Nk-Sp B9+Marg 2.1-3
11424   C    3.19     4.44   2.84   0.46   010   55.80   Exc H-F-Nk-Sp B9+Marg 3.1-4
11426   C    4.80     5.66   3.78   0.68   010   55.80   Exc H-F-Nk-Sp B9+Marg >4 Cm
11440   C    3.22     7.75   3.44   0.70   010   55.80   Exc Face-Mm B9+Marg 0.5 Cm/<
11441   C    4.43     9.20   4.07   0.91   010   55.80   Exc Face-Mm B9+Marg 0.6-1 Cm
11442   C    3.00     7.73   3.38   0.63   010   55.80   Exc Face-Mm B9+Marg 1.1-2 Cm
11443   C    4.43     9.44   4.14   0.92   010   55.80   Exc Face-Mm B9+Marg 2.1-3 Cm
11444   C    3.74     7.91   3.64   0.73   010   55.80   Exc Face-Mm B9+Marg 3.1-4 Cm
11446   C    4.80     5.66   3.78   0.68   010   55.80   Exc Face-Mm B9+Marg >4 Cm
11450   C    3.22     7.75   3.44   0.70   090   55.80   Removal Sweat Gland Lesion
11451   C    4.43     9.20   4.07   0.91   090   55.80   Removal Sweat Gland Lesion
11462   C    3.00     7.73   3.38   0.63   090   55.80   Removal Sweat Gland Lesion
11463   C    4.43     9.44   4.14   0.92   090   55.80   Removal Sweat Gland Lesion
11470   C    3.74     7.91   3.64   0.73   090   55.80   Removal Sweat Gland Lesion
11471   C    4.89     9.28   4.22   0.91   090   55.80   Removal Sweat Gland Lesion
11600   C    1.63     3.77   1.62   0.21   010   55.80   Exc Tr-Ext Mal+Marg 0.5 Cm/<
11601   C    2.07     4.20   1.92   0.25   010   55.80   Exc Tr-Ext Mal+Marg 0.6-1 Cm
11602   C    2.27     4.50   2.11   0.25   010   55.80   Exc Tr-Ext Mal+Marg 1.1-2 Cm
11603   C    2.82     4.86   2.40   0.32   010   55.80   Exc Tr-Ext Mal+Marg 2.1-3 Cm
11604   C    3.17     5.35   2.54   0.41   010   55.80   Exc Tr-Ext Mal+Marg 3.1-4 Cm
11606   C    5.02     7.00   3.34   0.79   010   55.80   Exc Tr-Ext Mal+Marg >4 Cm
11620   C   1.64     3.78    1.64   0.22   010   55.80   Exc H-F-Nk-Sp Mal+Marg 0.5/<
11621   C   2.08     4.21    1.93   0.26   010   55.80   Exc S/N/H/F/G Mal+Mrg 0.6-1
11622   C   2.41     4.57    2.17   0.27   010   55.80   Exc S/N/H/F/G Mal+Mrg 1.1-2
11623   C   3.11     5.02    2.53   0.39   010   55.80   Exc S/N/H/F/G Mal+Mrg 2.1-3
11624   C   3.62     5.54    2.74   0.49   010   55.80   Exc S/N/H/F/G Mal+Mrg 3.1-4
11626   C   4.61     6.31    3.09   0.74   010   55.80   Exc S/N/H/F/G Mal+Mrg >4 Cm
11640   C   1.67     3.89    1.71   0.21   010   55.80   Exc F/E/E/N/L Mal+Mrg 0.5Cm<
11641   C   2.17     4.34    2.01   0.27   010   55.80   Exc F/E/E/N/L Mal+Mrg 0.6-1
11642   C   2.62     4.75    2.28   0.32   010   55.80   Exc F/E/E/N/L Mal+Mrg 1.1-2
11643   C   3.42     5.20    2.69   0.44   010   55.80   Exc F/E/E/N/L Mal+Mrg 2.1-3
11644   C   4.34     6.24    3.20   0.60   010   55.80   Exc F/E/E/N/L Mal+Mrg 3.1-4
11646   C   6.26     7.40    4.11   0.91   010   55.80   Exc F/E/E/N/L Mal+Mrg >4 Cm
11719   C   0.17     0.22    0.04   0.01   000   55.80   Trim Nail(S) Any Number
11720   C   0.32     0.58    0.07   0.03   000   55.80   Debride Nail 1-5
11721   C   0.54     0.70    0.13   0.05   000   55.80   Debride Nail 6 Or More
11730   C   1.05     2.00    0.43   0.09   000   55.80   Removal Of Nail Plate
11732   C   0.38     0.54    0.09   0.03   ZZZ   55.80   Remove Nail Plate Add-On
11740   C   0.37     1.12    0.50   0.03   000   55.80   Drain Blood From Under Nail
11750   C   1.58     2.75    1.21   0.12   010   55.80   Removal Of Nail Bed
11755   C   1.25     2.13    0.44   0.09   000   55.80   Biopsy Nail Unit
11760   C   1.63     3.71    1.45   0.21   010   55.80   Repair Of Nail Bed
11762   C   2.94     5.18    2.22   0.32   010   55.80   Reconstruction Of Nail Bed
11765   C   1.22     3.49    1.33   0.09   010   55.80   Excision Of Nail Fold Toe
11770   C   2.66     5.70    2.12   0.56   010   55.80   Remove Pilonidal Cyst Simple
11771   C   6.09     9.84    5.29   1.36   090   55.80   Remove Pilonidal Cyst Exten
11772   C   7.35    11.99    7.72   1.61   090   55.80   Remove Pilonidal Cyst Compl
11900   C   0.52     0.99    0.30   0.05   000   55.80   Inject Skin Lesions </W 7
11901   C   0.80     1.08    0.47   0.09   000   55.80   Inject Skin Lesions >7
11920   C   1.61     3.44    1.34   0.28   000   55.80   Correct Skin Color 6.0 Cm/<
11921   C   1.93     3.81    1.54   0.34   000   55.80   Correct Skn Color 6.1-20.0Cm
11922   C   0.49     1.13    0.28   0.09   ZZZ   55.80   Correct Skin Color Ea 20.0Cm
11950   C   0.84     1.29    0.54   0.13   000   55.80   Tx Contour Defects 1 Cc/<
11951   C   1.19     1.66    0.74   0.22   000   55.80   Tx Contour Defects 1.1-5.0Cc
11952   C   1.69     2.14    1.04   0.30   000   55.80   Tx Contour Defects 5.1-10Cc
11954   C   1.85     2.37    1.12   0.32   000   55.80   Tx Contour Defects >10.0 Cc
11960   C   11.49   14.60   14.60   2.02   090   55.80   Insert Tissue Expander(S)
11970   C   8.01     8.19    8.19   1.42   090   55.80   Replace Tissue Expander
11971   C   3.41     9.76    5.30   0.60   090   55.80   Remove Tissue Expander(S)
11976   D   1.78     2.09    0.67   0.28   000   55.80   Remove Contraceptive Capsule
11980   C   1.10     1.46    0.38   0.13   000   55.80   Implant Hormone Pellet(S)
11981   C   1.14     1.60    0.50   0.22   XXX   55.80   Insert Drug Implant Device
11982   C   1.34     1.77    0.60   0.25   XXX   55.80   Remove Drug Implant Device
11983   C   1.91     1.93    0.79   0.31   XXX   55.80   Remove/Insert Drug Implant
12001   C   0.84     1.59    0.31   0.15   000   55.80   Rpr S/N/Ax/Gen/Trnk 2.5Cm/<
12002   C   1.14     1.80    0.37   0.22   000   55.80   Rpr S/N/Ax/Gen/Trnk2.6-7.5Cm
12004   C   1.44     1.98    0.44   0.27   000   55.80   Rpr S/N/Ax/Gen/Trk7.6-12.5Cm
12005   C   1.97     2.53    0.45   0.38   000   55.80   Rpr S/N/A/Gen/Trk12.6-20.0Cm
12006   C   2.39     2.91    0.58   0.46   000   55.80   Rpr S/N/A/Gen/Trk20.1-30.0Cm
12007   C   2.90     3.14    0.79   0.54   000   55.80   Rpr S/N/Ax/Gen/Trnk >30.0 Cm
12011   C   1.07     1.87    0.35   0.21   000   55.80   Rpr F/E/E/N/L/M 2.5 Cm/<
12013   C   1.22     1.83    0.26   0.24   000   55.80   Rpr F/E/E/N/L/M 2.6-5.0 Cm
12014   C   1.57     2.13    0.33   0.30   000   55.80   Rpr F/E/E/N/L/M 5.1-7.5 Cm
12015   C   1.98     2.48    0.42   0.38   000   55.80   Rpr F/E/E/N/L/M 7.6-12.5 Cm
12016   C   2.68     2.96    0.57   0.52   000   55.80   Rpr Fe/E/En/L/M 12.6-20.0 Cm
12017   C   3.18     0.67    0.67   0.63   000   55.80   Rpr Fe/E/En/L/M 20.1-30.0 Cm
12018   C   3.61     0.74    0.74   0.73   000   55.80   Rpr F/E/E/N/L/M >30.0 Cm
12020   C   2.67     5.31    2.33   0.43   010   55.80   Closure Of Split Wound
12021   C   1.89     2.69    1.80   0.32   010   55.80   Closure Of Split Wound
12031   C   2.00     4.91    2.10   0.26   010   55.80   Intmd Rpr S/A/T/Ext 2.5 Cm/<
12032   C   2.52     5.80    2.67   0.27   010   55.80   Intmd Rpr S/A/T/Ext 2.6-7.5
12034   C   2.97     5.86    2.53   0.41   010   55.80   Intmd Rpr S/Tr/Ext 7.6-12.5
12035   C   3.50     6.91    2.82   0.62   010   55.80   Intmd Rpr S/A/T/Ext 12.6-20
12036   C   4.23     7.27    3.08   0.84   010   55.80   Intmd Rpr S/A/T/Ext 20.1-30
12037   C   5.00     7.99    3.51   1.02   010   55.80   Intmd Rpr S/Tr/Ext >30.0 Cm
12041   C   2.10     4.82    1.85   0.27   010   55.80   Intmd Rpr N-Hf/Genit 2.5Cm/<
12042   C   2.79     5.44    2.54   0.31   010   55.80   Intmd Rpr N-Hf/Genit2.6-7.5
12044   C   3.19     6.95    2.51   0.46   010   55.80   Intmd Rpr N-Hf/Genit7.6-12.5
12045   C   3.75     7.24    3.37   0.64   010   55.80   Intmd Rpr N-Hf/Genit12.6-20
12046   C   4.30     8.71    3.74   1.04   010   55.80   Intmd Rpr N-Hf/Genit20.1-30
12047   C   4.95     9.27    3.97   1.21   010   55.80   Intmd Rpr N-Hf/Genit >30.0Cm
12051   C   2.33     5.12    2.24   0.28   010   55.80   Intmd Rpr Face/Mm 2.5 Cm/<
12052   C   2.87     5.48    2.55   0.32   010   55.80   Intmd Rpr Face/Mm 2.6-5.0 Cm
12053   C   3.17     6.58    2.62   0.41   010   55.80   Intmd Rpr Face/Mm 5.1-7.5 Cm
12054   C   3.50     6.68    2.31   0.54   010   55.80   Intmd Rpr Face/Mm 7.6-12.5Cm
12055   C   4.50     8.63    3.37   0.79   010   55.80   Intmd Rpr Face/Mm 12.6-20 Cm
12056   C   5.30    10.12    4.88   0.92   010   55.80   Intmd Rpr Face/Mm 20.1-30.0
12057   C   6.00    10.32    5.23   1.05   010   55.80   Intmd Rpr Face/Mm >30.0 Cm
13100   C   3.00     6.37    2.46   0.35   010   55.80   Cmplx Rpr Trunk 1.1-2.5 Cm
13101   C   3.50     7.52    3.25   0.39   010   55.80   Cmplx Rpr Trunk 2.6-7.5 Cm
13102   C   1.24     2.01    0.68   0.18   ZZZ   55.80   Cmplx Rpr Trunk Addl 5Cm/<
13120   C   3.23     6.53    3.07   0.38   010   55.80   Cmplx Rpr S/A/L 1.1-2.5 Cm
13121   C   4.00     7.81    3.07   0.43   010   55.80   Cmplx Rpr S/A/L 2.6-7.5 Cm
13122   C   1.44     2.11    0.79   0.19   ZZZ   55.80   Cmplx Rpr S/A/L Addl 5 Cm/>
13131   C   3.73     6.95    2.88   0.43   010   55.80   Cmplx Rpr F/C/C/M/N/Ax/G/H/F
13132   C   4.78     8.30    3.52   0.51   010   55.80   Cmplx Rpr F/C/C/M/N/Ax/G/H/F
13133   C   2.19     2.52    1.23   0.27   ZZZ   55.80   Cmplx Rpr F/C/C/M/N/Ax/G/H/F
13151   C   4.34     7.28    3.24   0.51   010   55.80   Cmplx Rpr E/N/E/L 1.1-2.5 Cm
13152   C   5.34     8.44    3.82   0.58   010   55.80   Cmplx Rpr E/N/E/L 2.6-7.5 Cm
13153   C   2.38     2.73    1.30   0.34   ZZZ   55.80   Cmplx Rpr E/N/E/L Addl 5Cm/<
13160   C   12.04    8.89    8.89   2.06   090   55.80   Late Closure Of Wound
14000   C   6.37    10.49    6.90   1.03   090   55.80   Tis Trnfr Trunk 10 Sq Cm/<
14001   C   8.78    12.52    8.26   1.55   090   55.80   Tis Trnfr Trunk 10.1-30Sqcm
14020   C   7.22    11.65    7.90   0.93   090   55.80   Tis Trnfr S/A/L 10 Sq Cm/<
14021   C   9.72    13.67    9.33   1.24   090   55.80   Tis Trnfr S/A/L 10.1-30 Sqcm
14040      C       8.60    11.95    8.22   1.01   090   55.80   Tis Trnfr F/C/C/M/N/A/G/H/F
14041      C       10.83   14.32    9.81   1.22   090   55.80   Tis Trnfr F/C/C/M/N/A/G/H/F
14060      C       9.23    11.63    8.73   1.04   090   55.80   Tis Trnfr E/N/E/L 10 Sq Cm/<
14061      C       11.48   15.61   10.66   1.27   090   55.80   Tis Trnfr E/N/E/L10.1-30Sqcm
14301      C       12.65   16.35   10.50   1.86   090   55.80   Tis Trnfr Any 30.1-60 Sq Cm
14302      C       3.73     1.96    1.96   0.62   ZZZ   55.80   Tis Trnfr Addl 30 Sq Cm/<
14350      C       11.05    7.51    7.51   1.17   090   55.80   Filleted Finger/Toe Flap
15002      C       3.65     5.75    2.16   0.64   000   55.80   Wound Prep Trk/Arm/Leg
15003      C       0.80     1.12    0.36   0.16   ZZZ   55.80   Wound Prep Addl 100 Cm
15004      C       4.58     6.24    2.45   0.62   000   55.80   Wound Prep F/N/Hf/G
15005      C       1.60     1.58    0.74   0.32   ZZZ   55.80   Wnd Prep F/N/Hf/G Addl Cm
15040      C       2.00     5.07    1.20   0.40   000   55.80   Harvest Cultured Skin Graft
15050      C       5.57    10.25    6.57   0.95   090   55.80   Skin Pinch Graft
15100      C       9.90    13.06    8.81   1.88   090   55.80   Skin Splt Grft Trnk/Arm/Leg
15101      C       1.72     3.33    1.17   0.35   ZZZ   55.80   Skin Splt Grft T/A/L Add-On
15110      C       10.97   10.21    7.03   1.95   090   55.80   Epidrm Autogrft Trnk/Arm/Leg
15111      C       1.85     1.05    0.74   0.43   ZZZ   55.80   Epidrm Autogrft T/A/L Add-On
15115      C       11.28   10.05    6.90   1.51   090   55.80   Epidrm A-Grft Face/Nck/Hf/G
15116      C       2.50     1.87    1.45   0.44   ZZZ   55.80   Epidrm A-Grft F/N/Hf/G Addl
15120      C       10.15   12.60    8.19   1.61   090   55.80   Skn Splt A-Grft Fac/Nck/Hf/G
15121      C       2.00     3.66    1.51   0.39   ZZZ   55.80   Skn Splt A-Grft F/N/Hf/G Add
15130      C       7.53    11.78    8.29   1.32   090   55.80   Derm Autograft Trnk/Arm/Leg
15131      C       1.50     1.09    0.88   0.27   ZZZ   55.80   Derm Autograft T/A/L Add-On
15135      C       11.03   12.39    9.12   1.59   090   55.80   Derm Autograft Face/Nck/Hf/G
15136      C       1.50     1.06    0.88   0.27   ZZZ   55.80   Derm Autograft F/N/Hf/G Add
